GEOID,NAME,UATYPE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                      
42265,"Jackson, TN Urbanized Area",U,132478705,191537,51.150,0.074,35.658449,-88.837398                                                                                                    
42319,"Jackson, WY Urban Cluster",C,10558718,109286,4.077,0.042,43.472006,-110.757114                                                                                                      
42346,"Jacksonville, FL Urbanized Area",U,1373875989,199207775,530.457,76.915,30.240149,-81.642722                                                                                           
42373,"Jacksonville, IL Urban Cluster",C,30173896,84043,11.650,0.032,39.729898,-90.235699                                                                                                  
42400,"Jacksonville, NC Urbanized Area",U,184898353,4368685,71.390,1.687,34.744120,-77.417712                                                                                              
42427,"Jacksonville, TX Urban Cluster",C,25221734,0,9.738,0.000,31.960481,-95.264222                                                                                                      
42439,"Jackson--Wellston, OH Urban Cluster",C,16458472,0,6.355,0.000,39.042424,-82.636141                                                                                                 
42454,"Jaffrey, NH Urban Cluster",C,6244542,131300,2.411,0.051,42.800994,-72.021257                                                                                                       
42481,"Jamestown, NY Urban Cluster",C,49240481,550255,19.012,0.212,42.102361,-79.264399                                                                                                    
42508,"Jamestown, ND Urban Cluster",C,25541581,87962,9.862,0.034,46.913177,-98.698921                                                                                                     
42535,"Jamestown, OH Urban Cluster",C,5151953,724061,1.989,0.280,39.651569,-83.764686                                                                                                     
42562,"Janesville, WI Urbanized Area",U,79709701,1355979,30.776,0.524,42.699722,-89.004330                                                                                                 
42616,"Jasper, AL Urban Cluster",C,51205297,143339,19.770,0.055,33.851540,-87.265084                                                                                                       
42643,"Jasper, FL Urban Cluster",C,5682582,0,2.194,0.000,30.516287,-82.956612                                                                                                             
42670,"Jasper, GA Urban Cluster",C,22768311,143007,8.791,0.055,34.474124,-84.448663                                                                                                       
42697,"Jasper, IN Urban Cluster",C,28764289,135745,11.106,0.052,38.396054,-86.946163                                                                                                       
42724,"Jasper, TN Urban Cluster",C,7985070,0,3.083,0.000,35.087775,-85.622446                                                                                                             
42751,"Jasper, TX Urban Cluster",C,23003559,13407,8.882,0.005,30.920250,-94.001235                                                                                                        
42778,"Jayuya, PR Urban Cluster",C,25864003,378,9.986,0.000,18.203088,-66.598512                                                                                                          
42805,"Jeanerette, LA Urban Cluster",C,9541713,319561,3.684,0.123,29.902667,-91.638112                                                                                                    
42832,"Jean Lafitte, LA Urban Cluster",C,4873562,724885,1.882,0.280,29.726751,-90.125037                                                                                                  
42849,"Jefferson, GA Urban Cluster",C,35988523,530894,13.895,0.205,34.117968,-83.591647                                                                                                    
42859,"Jefferson, IA Urban Cluster",C,6285278,0,2.427,0.000,42.014342,-94.380494                                                                                                          
42870,"Jefferson, NC Urban Cluster",C,14310495,5719,5.525,0.002,36.394088,-81.483661                                                                                                      
42913,"Jefferson, OH Urban Cluster",C,5558378,0,2.146,0.000,41.738626,-80.771302                                                                                                          
42967,"Jefferson City, MO Urbanized Area",U,103632850,718898,40.013,0.278,38.576293,-92.202958                                                                                             
42978,"Jefferson Township North, NJ Urban Cluster",C,31403780,1460055,12.125,0.564,41.033097,-74.512051                                                                                    
42994,"Jena, LA Urban Cluster",C,11494610,73202,4.438,0.028,31.689589,-92.132576                                                                                                          
43021,"Jennings, LA Urban Cluster",C,18388508,35153,7.100,0.014,30.229007,-92.653808                                                                                                      
43048,"Jerome, ID Urban Cluster",C,11476795,0,4.431,0.000,42.726142,-114.519724                                                                                                            
43064,"Jersey Shore, PA Urban Cluster",C,18112009,533117,6.993,0.206,41.187490,-77.304899                                                                                                 
43075,"Jerseyville, IL Urban Cluster",C,13719537,0,5.297,0.000,39.118065,-90.334126                                                                                                       
43102,"Jesup, GA Urban Cluster",C,26986478,110719,10.420,0.043,31.590739,-81.878878                                                                                                        
43115,"Jewett City, CT Urban Cluster",C,20931301,743114,8.082,0.287,41.603157,-71.967166                                                                                                  
43129,"Jim Thorpe, PA Urban Cluster",C,6895108,64405,2.662,0.025,40.882054,-75.747459                                                                                                     
43210,"Johnson City, TN Urbanized Area",U,284699849,902320,109.923,0.348,36.337715,-82.350994                                                                                               
43217,"Johnson Creek, WI Urban Cluster",C,4785141,15674,1.848,0.006,43.079053,-88.771069                                                                                                  
43227,"Johnson Lane, NV Urban Cluster",C,10778073,0,4.161,0.000,39.038646,-119.733926                                                                                                      
43237,"Johnston City, IL Urban Cluster",C,4062115,5646,1.568,0.002,37.818424,-88.926903                                                                                                   
43253,"Johnstown, CO Urban Cluster",C,15460788,154849,5.969,0.060,40.329846,-104.908271                                                                                                    
43264,"Johnstown, OH Urban Cluster",C,4050335,4628,1.564,0.002,40.150788,-82.688769                                                                                                       
43291,"Johnstown, PA Urbanized Area",U,100012987,900228,38.615,0.348,40.303142,-78.896776                                                                                                  
43345,"Jonesboro, AR Urbanized Area",U,121603449,709201,46.951,0.274,35.831696,-90.686146                                                                                                  
43372,"Jonesboro, LA Urban Cluster",C,11502539,81917,4.441,0.032,32.250263,-92.714115                                                                                                     
43383,"Jones Creek, TX Urban Cluster",C,6543807,8976,2.527,0.003,28.976030,-95.477533                                                                                                     
43399,"Joplin, MO Urbanized Area",U,166833143,538290,64.415,0.208,37.101212,-94.499217                                                                                                     
43426,"Jordan, MN Urban Cluster",C,6020783,58600,2.325,0.023,44.661476,-93.633371                                                                                                         
43453,"Juana Díaz, PR Urbanized Area",U,123813401,3716230,47.805,1.435,18.121667,-66.478465                                                                                                
43480,"Junction, TX Urban Cluster",C,6154344,40206,2.376,0.016,30.490759,-99.773222                                                                                                       
43507,"Junction City, KS Urban Cluster",C,58264107,211736,22.496,0.082,39.091847,-96.790133                                                                                                
43534,"Junction City, OR Urban Cluster",C,5470900,0,2.112,0.000,44.216692,-123.207228                                                                                                      
43561,"Juneau, AK Urban Cluster",C,36324082,2628415,14.025,1.015,58.385608,-134.590426                                                                                                      
43571,"Juneau, WI Urban Cluster",C,2779736,0,1.073,0.000,43.407648,-88.702925                                                                                                             
43595,"Jupiter Farms, FL Urban Cluster",C,27858848,38159,10.756,0.015,26.917483,-80.219011                                                                                                 
43604,"Justin, TX Urban Cluster",C,4232722,2297,1.634,0.001,33.082294,-97.299874                                                                                                          
43615,"Kahului, HI Urbanized Area",U,43209862,121126,16.683,0.047,20.884614,-156.479744                                                                                                     
43642,"Kailua (Hawaii County)--Holualoa, HI Urban Cluster",C,37145528,0,14.342,0.000,19.585850,-155.942472                                                                                  
43669,"Kailua (Honolulu County)--Kaneohe, HI Urbanized Area",U,101102255,1405155,39.036,0.543,21.388604,-157.770666                                                                         
43696,"Kalaheo, HI Urban Cluster",C,20536724,265946,7.929,0.103,21.918559,-159.518733                                                                                                      
43711,"Kalama, WA Urban Cluster",C,12641071,84269,4.881,0.033,46.004466,-122.835194                                                                                                        
43723,"Kalamazoo, MI Urbanized Area",U,340977228,14831561,131.652,5.726,42.250182,-85.592401                                                                                                
43777,"Kalispell, MT Urban Cluster",C,45131651,500630,17.425,0.193,48.216322,-114.301752                                                                                                    
43804,"Kalkaska, MI Urban Cluster",C,6082130,242773,2.348,0.094,44.740849,-85.172143                                                                                                      
43818,"Kamas, UT Urban Cluster",C,6651902,0,2.568,0.000,40.626456,-111.274526                                                                                                              
43831,"Kanab, UT Urban Cluster",C,6236881,25372,2.408,0.010,37.043823,-112.525303                                                                                                          
43858,"Kane, PA Urban Cluster",C,3535587,2286,1.365,0.001,41.661994,-78.808850                                                                                                            
43885,"Kankakee, IL Urbanized Area",U,96225802,2207474,37.153,0.852,41.150152,-87.862319                                                                                                   
43912,"Kansas City, MO--KS Urbanized Area",U,1755606571,18296760,677.844,7.064,39.039792,-94.594897                                                                                         
43939,"Kapaa, HI Urban Cluster",C,35539634,87716,13.722,0.034,22.092963,-159.359435                                                                                                         
43966,"Kapaau, HI Urban Cluster",C,10492286,19078,4.051,0.007,20.231224,-155.810776                                                                                                        
43993,"Kaplan, LA Urban Cluster",C,5602123,0,2.163,0.000,30.004649,-92.284743                                                                                                             
44020,"Karnes City, TX Urban Cluster",C,4876084,1269,1.883,0.000,28.886855,-97.899402                                                                                                     
44047,"Kasson, MN Urban Cluster",C,11156869,80895,4.308,0.031,44.044218,-92.754218                                                                                                        
44074,"Kaufman, TX Urban Cluster",C,8873949,0,3.426,0.000,32.576769,-96.304090                                                                                                            
44128,"Kayenta, AZ Urban Cluster",C,6663402,56226,2.573,0.022,36.722927,-110.251423                                                                                                        
44155,"Kearney, MO Urban Cluster",C,9188355,0,3.548,0.000,39.362107,-94.358314                                                                                                            
44182,"Kearney, NE Urban Cluster",C,34586673,193376,13.354,0.075,40.708788,-99.071435                                                                                                      
44209,"Keene, NH Urban Cluster",C,27907319,419620,10.775,0.162,42.939069,-72.288110                                                                                                        
44236,"Kekaha, HI Urban Cluster",C,4713744,4785,1.820,0.002,21.962314,-159.674738                                                                                                          
44263,"Kellogg, ID Urban Cluster",C,5084182,76454,1.963,0.030,47.537802,-116.132224                                                                                                        
44290,"Kelseyville, CA Urban Cluster",C,5820717,13105,2.247,0.005,38.970184,-122.831384                                                                                                    
44317,"Kemmerer, WY Urban Cluster",C,3831160,8101,1.479,0.003,41.779140,-110.541280                                                                                                        
44344,"Kenai, AK Urban Cluster",C,13623771,0,5.260,0.000,60.566972,-151.257601                                                                                                             
44371,"Kendallville, IN Urban Cluster",C,13803159,433264,5.329,0.167,41.446816,-85.263723                                                                                                 
44398,"Kenedy, TX Urban Cluster",C,10297154,47288,3.976,0.018,28.799247,-97.849230                                                                                                        
44425,"Kennebunk, ME Urban Cluster",C,30513519,462378,11.781,0.179,43.366037,-70.498939                                                                                                    
44452,"Kennett, MO Urban Cluster",C,15278236,699,5.899,0.000,36.240226,-90.047220                                                                                                         
44479,"Kennewick--Pasco, WA Urbanized Area",U,265389905,18570021,102.468,7.170,46.236218,-119.195133                                                                                         
44506,"Kenosha, WI--IL Urbanized Area",U,132589944,358999,51.193,0.139,42.568961,-87.866319                                                                                                
44533,"Kenton, OH Urban Cluster",C,10364108,0,4.002,0.000,40.647309,-83.605084                                                                                                            
44560,"Keokuk, IA--IL Urban Cluster",C,22090852,19770,8.529,0.008,40.407520,-91.386209                                                                                                    
44587,"Kerman, CA Urban Cluster",C,6522499,0,2.518,0.000,36.727308,-120.062074                                                                                                             
44614,"Kermit, TX Urban Cluster",C,8359776,0,3.228,0.000,31.854022,-103.090097                                                                                                             
44641,"Kerrville, TX Urban Cluster",C,45287333,464352,17.486,0.179,30.052084,-99.159519                                                                                                    
44668,"Ketchikan, AK Urban Cluster",C,15202482,66749,5.870,0.026,55.354205,-131.643157                                                                                                     
44695,"Ketchum, ID Urban Cluster",C,9012632,73560,3.480,0.028,43.683487,-114.372526                                                                                                        
44722,"Kewanee, IL Urban Cluster",C,14260705,0,5.506,0.000,41.241150,-89.924008                                                                                                           
44738,"Kewaunee, WI Urban Cluster",C,3358047,414053,1.297,0.160,44.456725,-87.508811                                                                                                      
44789,"Key Largo, FL Urban Cluster",C,35648891,8579233,13.764,3.312,25.011026,-80.529392                                                                                                   
44803,"Keyser, WV--MD Urban Cluster",C,9843737,198977,3.801,0.077,39.430272,-78.992640                                                                                                    
44830,"Keystone Heights, FL Urban Cluster",C,19906471,2390651,7.686,0.923,29.792398,-82.031307                                                                                            
44857,"Key West, FL Urban Cluster",C,21126161,2981024,8.157,1.151,24.569654,-81.751371                                                                                                    
44884,"Kiel--New Holstein, WI Urban Cluster",C,10037464,78334,3.875,0.030,43.930987,-88.059157                                                                                            
44911,"Kihei, HI Urban Cluster",C,17336961,0,6.694,0.000,20.732585,-156.446319                                                                                                             
44925,"Kilauea, HI Urban Cluster",C,6360742,4550,2.456,0.002,22.210461,-159.406019                                                                                                         
44938,"Kilgore, TX Urban Cluster",C,45701786,44213,17.646,0.017,32.400857,-94.875379                                                                                                       
44965,"Kill Devil Hills, NC Urban Cluster",C,63343042,21985688,24.457,8.489,36.107667,-75.733199                                                                                           
44992,"Killeen, TX Urbanized Area",U,219752407,648832,84.847,0.251,31.094566,-97.751581                                                                                                    
45032,"Kimberling City, MO Urban Cluster",C,11668979,2518877,4.505,0.973,36.648016,-93.424196                                                                                             
45073,"King City, CA Urban Cluster",C,13377288,37488,5.165,0.014,36.172037,-121.142946                                                                                                     
45100,"Kingfisher, OK Urban Cluster",C,5640698,5154,2.178,0.002,35.848631,-97.936782                                                                                                      
45112,"King George, VA Urban Cluster",C,8414459,119543,3.249,0.046,38.268822,-77.212041                                                                                                   
45127,"Kingman, AZ Urban Cluster",C,61520666,0,23.753,0.000,35.221700,-114.017852                                                                                                           
45154,"Kingman, KS Urban Cluster",C,4803244,0,1.855,0.000,37.647696,-98.113865                                                                                                            
45181,"Kingsland, TX Urban Cluster",C,23349652,918100,9.015,0.354,30.662134,-98.451608                                                                                                    
45235,"Kingsport, TN--VA Urbanized Area",U,294107539,3309733,113.556,1.278,36.520527,-82.547548                                                                                             
45262,"Kingston, NY Urbanized Area",U,110947301,2270643,42.837,0.877,41.926068,-74.046369                                                                                                  
45289,"Kingstree, SC Urban Cluster",C,13831494,0,5.340,0.000,33.676472,-79.818995                                                                                                         
45316,"Kingsville, TX Urban Cluster",C,25075894,46494,9.682,0.018,27.508189,-97.862435                                                                                                    
45343,"Kingwood, WV Urban Cluster",C,5988890,0,2.312,0.000,39.471697,-79.681148                                                                                                           
45370,"Kinross, MI Urban Cluster",C,8616945,0,3.327,0.000,46.255747,-84.465224                                                                                                            
45397,"Kinston, NC Urban Cluster",C,82752640,134044,31.951,0.052,35.283020,-77.613753                                                                                                      
45424,"Kirksville, MO Urban Cluster",C,16945961,43749,6.543,0.017,40.196198,-92.581509                                                                                                    
45436,"Kirtland, NM Urban Cluster",C,25782813,104072,9.955,0.040,36.740734,-108.358498                                                                                                     
45451,"Kissimmee, FL Urbanized Area",U,409679083,9681391,158.178,3.738,28.294787,-81.380957                                                                                                 
45478,"Kittanning--Ford City, PA Urban Cluster",C,20075985,1981403,7.751,0.765,40.813972,-79.528635                                                                                       
45505,"Klamath Falls--Altamont, OR Urban Cluster",C,56720541,90573,21.900,0.035,42.207290,-121.756458                                                                                       
45532,"Knightstown, IN Urban Cluster",C,4004804,43202,1.546,0.017,39.800521,-85.528955                                                                                                    
45586,"Knox, IN Urban Cluster",C,4540847,0,1.753,0.000,41.292761,-86.616353                                                                                                               
45613,"Knoxville, IA Urban Cluster",C,8439453,0,3.258,0.000,41.320125,-93.104533                                                                                                          
45640,"Knoxville, TN Urbanized Area",U,1134795127,10903878,438.147,4.210,35.916780,-84.024448                                                                                               
45667,"Kodiak, AK Urban Cluster",C,8909020,317323,3.440,0.123,57.803822,-152.372007                                                                                                        
45694,"Kokomo, IN Urbanized Area",U,93875360,312188,36.245,0.121,40.464469,-86.143851                                                                                                      
45721,"Kosciusko, MS Urban Cluster",C,13847875,5758,5.347,0.002,33.058633,-89.584563                                                                                                      
45748,"Kotzebue, AK Urban Cluster",C,2430593,0,0.938,0.000,66.894454,-162.587054                                                                                                           
45761,"Krum, TX Urban Cluster",C,4410116,20117,1.703,0.008,33.257011,-97.216329                                                                                                           
45775,"Kuna, ID Urban Cluster",C,13832729,14539,5.341,0.006,43.504751,-116.421227                                                                                                          
45802,"Kutztown, PA Urban Cluster",C,8021048,23300,3.097,0.009,40.514085,-75.781415                                                                                                       
45829,"LaBelle--Port LaBelle, FL Urban Cluster",C,27517683,337048,10.625,0.130,26.748944,-81.440245                                                                                        
45844,"La Center, WA Urban Cluster",C,2744638,0,1.060,0.000,45.866360,-122.669736                                                                                                          
45856,"Laconia, NH Urban Cluster",C,33756087,2786980,13.033,1.076,43.536740,-71.460243                                                                                                     
45883,"La Conner, WA Urban Cluster",C,4209934,228919,1.625,0.088,48.389736,-122.510528                                                                                                     
45910,"La Crosse, WI--MN Urbanized Area",U,132065710,3515965,50.991,1.358,43.859127,-91.226388                                                                                             
45937,"Lady Lake--The Villages, FL Urbanized Area",U,184251914,3123798,71.140,1.206,28.962134,-81.993526                                                                                   
45964,"Ladysmith, WI Urban Cluster",C,6829524,710545,2.637,0.274,45.468966,-91.103261                                                                                                     
45991,"LaFayette, GA Urban Cluster",C,15637493,0,6.038,0.000,34.717997,-85.278654                                                                                                         
46018,"Lafayette, IN Urbanized Area",U,166032608,957601,64.106,0.370,40.427209,-86.885007                                                                                                  
46045,"Lafayette, LA Urbanized Area",U,462743454,1217711,178.666,0.470,30.166161,-92.013562                                                                                                 
46099,"Lafayette, TN Urban Cluster",C,10284649,0,3.971,0.000,36.531467,-86.030439                                                                                                         
46126,"Lafayette--Louisville--Erie, CO Urbanized Area",U,102496355,1599001,39.574,0.617,39.990690,-105.103876                                                                               
46153,"La Follette, TN Urban Cluster",C,58821115,347782,22.711,0.134,36.318821,-84.160354                                                                                                  
46180,"Lago Vista, TX Urban Cluster",C,14087678,0,5.439,0.000,30.446792,-97.997856                                                                                                        
46207,"La Grande, OR Urban Cluster",C,15685854,53160,6.056,0.021,45.328842,-118.079864                                                                                                     
46234,"LaGrange, GA Urban Cluster",C,76273083,713858,29.449,0.276,33.033731,-85.037473                                                                                                     
46261,"Lagrange, IN Urban Cluster",C,5520461,0,2.131,0.000,41.647888,-85.417482                                                                                                           
46315,"La Grange, NC Urban Cluster",C,4641031,19594,1.792,0.008,35.305041,-77.790753                                                                                                      
46328,"LaGrange, OH Urban Cluster",C,6606533,102037,2.551,0.039,41.224743,-82.129449                                                                                                      
46342,"La Grange, TX Urban Cluster",C,9298828,203023,3.590,0.078,29.905953,-96.874741                                                                                                     
46396,"Lahaina, HI Urban Cluster",C,16948327,2666,6.544,0.001,20.880599,-156.682539                                                                                                        
46423,"Laie--Hauula, HI Urban Cluster",C,9707316,103654,3.748,0.040,21.644774,-157.930810                                                                                                  
46450,"La Junta, CO Urban Cluster",C,9872542,90157,3.812,0.035,37.984384,-103.550201                                                                                                       
46465,"Lake Arrowhead--Crestline, CA Urban Cluster",C,43790883,3532298,16.908,1.364,34.250088,-117.235479                                                                                   
46477,"Lake Arthur, LA Urban Cluster",C,4286896,41546,1.655,0.016,30.083429,-92.675865                                                                                                    
46489,"Lake Bryant, FL Urban Cluster",C,7075834,554619,2.732,0.214,29.166233,-81.863338                                                                                                   
46504,"Lake Butler, FL Urban Cluster",C,12741110,30923,4.919,0.012,30.003316,-82.355276                                                                                                   
46531,"Lake Charles, LA Urbanized Area",U,327788831,11248105,126.560,4.343,30.244735,-93.255840                                                                                             
46558,"Lake City, FL Urban Cluster",C,64871973,1025600,25.047,0.396,30.179462,-82.625597                                                                                                   
46585,"Lake City, MN Urban Cluster",C,9439774,40310,3.645,0.016,44.443918,-92.276143                                                                                                      
46612,"Lake City, SC Urban Cluster",C,18214975,19727,7.033,0.008,33.871787,-79.755853                                                                                                     
46639,"Lake Conroe Eastshore, TX Urban Cluster",C,18727377,63639,7.231,0.025,30.427713,-95.579534                                                                                         
46652,"Lake Conroe Northshore, TX Urban Cluster",C,4067051,0,1.570,0.000,30.465453,-95.558064                                                                                             
46666,"Lake Conroe Westshore, TX Urban Cluster",C,35904530,5202793,13.863,2.009,30.373169,-95.614823                                                                                       
46675,"Lake Crystal, MN Urban Cluster",C,3358027,1877,1.297,0.001,44.108547,-94.218011                                                                                                    
46684,"Lake Delton, WI Urban Cluster",C,17083027,1398534,6.596,0.540,43.606683,-89.783217                                                                                                 
46693,"Lake Geneva, WI Urban Cluster",C,35696934,3226817,13.783,1.246,42.590575,-88.475529                                                                                                 
46747,"Lake Havasu City, AZ Urbanized Area",U,76515983,58541,29.543,0.023,34.495931,-114.315847                                                                                             
46760,"Lake Holiday, IL Urban Cluster",C,11508932,1293011,4.444,0.499,41.619817,-88.671473                                                                                                
46774,"Lake Isabella, CA Urban Cluster",C,6866728,37911,2.651,0.015,35.613189,-118.478368                                                                                                  
46801,"Lake Jackson--Angleton, TX Urbanized Area",U,107984314,3301878,41.693,1.275,29.045863,-95.408523                                                                                    
46814,"Lake Lakengren, OH Urban Cluster",C,5017963,834821,1.937,0.322,39.688585,-84.692787                                                                                                
46828,"Lakeland, FL Urbanized Area",U,378212394,17821797,146.029,6.881,28.020979,-81.955881                                                                                                 
46836,"Lakeland, GA Urban Cluster",C,2745928,0,1.060,0.000,31.037804,-83.071475                                                                                                           
46845,"Lake Land'Or, VA Urban Cluster",C,12317480,1762043,4.756,0.680,38.006315,-77.542813                                                                                                
46855,"Lake Los Angeles, CA Urban Cluster",C,16787417,125676,6.482,0.049,34.609243,-117.830170                                                                                             
46868,"Lake Meade, PA Urban Cluster",C,3425498,1090434,1.323,0.421,39.983856,-77.040722                                                                                                   
46882,"Lake Mills, WI Urban Cluster",C,10432927,44687,4.028,0.017,43.079675,-88.904952                                                                                                    
46895,"Lake Montezuma, AZ Urban Cluster",C,7332992,29259,2.831,0.011,34.638180,-111.782155                                                                                                 
46909,"Lake Monticello, VA Urban Cluster",C,14628501,1393886,5.648,0.538,37.917531,-78.321220                                                                                             
46918,"Lake Murray North Shore, SC Urban Cluster",C,14462544,56764,5.584,0.022,34.099768,-81.378900                                                                                       
46927,"Lake Norman of Catawba, NC Urban Cluster",C,25027048,2075953,9.663,0.802,35.557921,-81.023773                                                                                      
46963,"Lake of the Pines, CA Urban Cluster",C,19889043,1257968,7.679,0.486,39.009741,-121.034108                                                                                           
46972,"Lake of the Woods, VA Urban Cluster",C,19163566,2087509,7.399,0.806,38.342756,-77.761272                                                                                           
46980,"Lake of the Woods--Pinetop-Lakeside, AZ Urban Cluster",C,26399261,543032,10.193,0.210,34.135278,-109.955465                                                                          
46990,"Lake Panasoffkee, FL Urban Cluster",C,6281740,28892,2.425,0.011,28.792160,-82.129488                                                                                               
47000,"Lake Park, GA Urban Cluster",C,10150264,2628345,3.919,1.015,30.687894,-83.203458                                                                                                   
47010,"Lake Placid, FL Urban Cluster",C,48789296,6680928,18.838,2.580,27.287179,-81.363124                                                                                                 
47017,"Lake Placid, NY Urban Cluster",C,4826191,429544,1.863,0.166,44.279914,-73.984212                                                                                                   
47044,"Lake Pocotopaug--East Hampton, CT Urban Cluster",C,26413231,2197159,10.198,0.848,41.586778,-72.518933                                                                               
47071,"Lakeport, CA Urban Cluster",C,26963265,406277,10.411,0.157,39.132821,-122.863106                                                                                                     
47098,"Lake Providence, LA Urban Cluster",C,7126929,222156,2.752,0.086,32.808898,-91.183482                                                                                               
47109,"Lake Rancho Viejo, CA Urban Cluster",C,1881216,3616,0.726,0.001,33.323491,-117.151854                                                                                               
47132,"Lakes--Knik-Fairview--Wasilla, AK Urban Cluster",C,135587780,5278590,52.351,2.038,61.586613,-149.355002                                                                              
47142,"Lake View, AL Urban Cluster",C,8380567,656562,3.236,0.254,33.281696,-87.141300                                                                                                     
47152,"Lakeview, OR Urban Cluster",C,3329262,27427,1.285,0.011,42.187803,-120.352516                                                                                                       
47179,"Lake Village, AR Urban Cluster",C,5067316,0,1.957,0.000,33.330660,-91.284349                                                                                                       
47233,"Lake Wildwood, CA Urban Cluster",C,16133479,1172452,6.229,0.453,39.223911,-121.196761                                                                                               
47287,"Lamar, CO Urban Cluster",C,12583906,65094,4.859,0.025,38.084581,-102.618225                                                                                                         
47314,"Lamar, MO Urban Cluster",C,7192550,4179,2.777,0.002,37.497244,-94.274184                                                                                                           
47395,"Lamesa, TX Urban Cluster",C,13801662,25520,5.329,0.010,32.733076,-101.949776                                                                                                        
47422,"Lampasas, TX Urban Cluster",C,8175426,0,3.157,0.000,31.064990,-98.185155                                                                                                           
47449,"Lanai City, HI Urban Cluster",C,2778621,0,1.073,0.000,20.827103,-156.920025                                                                                                         
47476,"Lancaster, KY Urban Cluster",C,5872233,5750,2.267,0.002,37.614262,-84.578703                                                                                                       
47503,"Lancaster, OH Urban Cluster",C,55718441,204270,21.513,0.079,39.725886,-82.600239                                                                                                    
47530,"Lancaster, PA Urbanized Area",U,641098488,7665717,247.530,2.960,40.099901,-76.315150                                                                                                 
47557,"Lancaster, SC Urban Cluster",C,61664803,77921,23.809,0.030,34.702315,-80.773224                                                                                                     
47584,"Lancaster, WI Urban Cluster",C,5695731,0,2.199,0.000,42.848647,-90.709749                                                                                                          
47611,"Lancaster--Palmdale, CA Urbanized Area",U,299183329,399200,115.515,0.154,34.619715,-118.095882                                                                                        
47638,"Lander, WY Urban Cluster",C,6723140,0,2.596,0.000,42.833240,-108.734922                                                                                                             
47665,"Landrum, SC--NC Urban Cluster",C,11663971,15623,4.503,0.006,35.172162,-82.183494                                                                                                   
47719,"Lansing, MI Urbanized Area",U,409646964,8815171,158.166,3.404,42.721126,-84.535279                                                                                                   
47746,"Lapeer, MI Urban Cluster",C,26320041,1236604,10.162,0.477,43.054375,-83.319352                                                                                                      
47758,"La Pine Northwest, OR Urban Cluster",C,9688929,0,3.741,0.000,43.734206,-121.528276                                                                                                  
47827,"Laramie, WY Urban Cluster",C,47494930,56631,18.338,0.022,41.316359,-105.605745                                                                                                       
47854,"Laredo, TX Urbanized Area",U,170123639,185164,65.685,0.071,27.535328,-99.477843                                                                                                     
47881,"Larned, KS Urban Cluster",C,7064363,59279,2.728,0.023,38.181405,-99.113136                                                                                                         
47908,"Las Animas, CO Urban Cluster",C,3643176,0,1.407,0.000,38.065675,-103.220456                                                                                                         
47935,"Las Cruces, NM Urbanized Area",U,167658811,157977,64.733,0.061,32.334988,-106.763247                                                                                                 
47989,"Las Vegas, NM Urban Cluster",C,25058619,0,9.675,0.000,35.608286,-105.223373                                                                                                         
47995,"Las Vegas--Henderson, NV Urbanized Area",U,1079682043,245984,416.868,0.095,36.134893,-115.167218                                                                                      
48016,"Laughlin, NV Urban Cluster",C,3664593,0,1.415,0.000,35.135639,-114.623680                                                                                                           
48043,"Laurel, MS Urban Cluster",C,50402238,89204,19.460,0.034,31.690630,-89.158354                                                                                                        
48070,"Laurel, MT Urban Cluster",C,16949252,0,6.544,0.000,45.678364,-108.761767                                                                                                            
48124,"Laurel Lake, NJ Urban Cluster",C,4903223,558105,1.893,0.215,39.330229,-75.029414                                                                                                   
48151,"Laurens, SC Urban Cluster",C,19718323,0,7.613,0.000,34.499963,-82.015963                                                                                                           
48178,"Laurinburg, NC Urban Cluster",C,48546967,401424,18.744,0.155,34.764280,-79.472888                                                                                                   
48205,"Laurium, MI Urban Cluster",C,9754677,8531,3.766,0.003,47.211307,-88.432902                                                                                                         
48232,"Lawrence, KS Urbanized Area",U,78850898,822768,30.445,0.318,38.955611,-95.259337                                                                                                    
48259,"Lawrenceburg, KY Urban Cluster",C,18333629,106590,7.079,0.041,38.043204,-84.906224                                                                                                 
48286,"Lawrenceburg, TN Urban Cluster",C,23691871,0,9.147,0.000,35.246040,-87.331029                                                                                                      
